dataset_id,video_id,emotion,url,source_type,status,has_raw_transcript,has_cleaned_transcript,transcription_method,raw_transcript_path,cleaned_transcript_path,notes
310,SPR_145_GD,Surprise,https://drive.google.com/file/d/1_bgAkwYdX91eMUGm6OyaWLJa9QOTketj/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_145_GD_raw.txt,,google drive file deleted/unavailable/private
311,TRT_059_GD,Trust,https://drive.google.com/file/d/1ArjlJjHMZ88_6Js-3l7OzvP9bdj0vkQb/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_059_GD_raw.txt,,google drive file deleted/unavailable/private
312,PRD_056_GD,Proud,https://drive.google.com/file/d/1L2j2rvvi7Ouya7LPsDSjvZxktkcxWVDu/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_056_GD_raw.txt,,google drive file deleted/unavailable/private
313,SPR_146_GD,Surprise,https://drive.google.com/file/d/1P6PgAAZKmoYiKR8ekl0_2K2N8NdCbFXy/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_146_GD_raw.txt,,google drive file deleted/unavailable/private
314,SPR_147_GD,Surprise,https://drive.google.com/file/d/15G61xFAnsKP6pSqf_OlTmcMSjKoXjL2t/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_147_GD_raw.txt,,google drive file deleted/unavailable/private
315,SPR_148_GD,Surprise,https://drive.google.com/file/d/12ENYEj_jRUN8l0Mj2e-6yjilOwqvnQOl/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_148_GD_raw.txt,,google drive file deleted/unavailable/private
316,SPR_149_GD,Surprise,https://drive.google.com/file/d/14DVME9QFrjHl0N8FD7vI-c11kqz9Ev-C/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_149_GD_raw.txt,,google drive file deleted/unavailable/private
317,SPR_150_GD,Surprise,https://drive.google.com/file/d/1u4RaQEcXtvZ3PcEZ_3XxdvZbd3LehmUA/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_150_GD_raw.txt,,google drive file deleted/unavailable/private
318,SPR_151_GD,Surprise,https://drive.google.com/file/d/1oVqUQe3KXE6ZiakQGOLSV39FSSxSZflf/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_151_GD_raw.txt,,google drive file deleted/unavailable/private
319,ANG_013_GD,Anger,https://drive.google.com/file/d/13eE_1qXoSDqlVNxyi41nLlHOfroaGvgF/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Anger\ANG_013_GD_raw.txt,,google drive file deleted/unavailable/private
320,SPR_152_GD,Surprise,https://drive.google.com/file/d/1_1pUppoq1CubSilNkIilvXy9BUMvqN5a/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_152_GD_raw.txt,,google drive file deleted/unavailable/private
321,SPR_153_IG,Surprise,https://www.instagram.com/reel/CoGKcP0BYcu/?igsh=OGh3aXFpc3BidmZl,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_153_IG_raw.txt,,
322,SPR_154_IG,Surprise,https://www.instagram.com/reel/Cjc9mzVDnK1/?igsh=cmhqb2Fhc3gyamdm,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_154_IG_raw.txt,,
323,SPR_155_IG,Surprise,https://www.instagram.com/reel/DEWsCChyN_T/?igsh=MXNscmNnbWdwenVpeQ==,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_155_IG_raw.txt,,
324,TRT_060_GD,Trust,https://drive.google.com/file/d/1M_6SY752Q2DDMQ-SReTEMXeOfG9Nhd6V/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_060_GD_raw.txt,,google drive file deleted/unavailable/private
325,TRT_061_GD,Trust,https://drive.google.com/file/d/1AUN-OYd4ipaJoeEH4Zs4gmXo7B2S23Km/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_061_GD_raw.txt,,google drive file deleted/unavailable/private
326,TRT_062_GD,Trust,https://drive.google.com/file/d/1mTjeo_jyHUAXaLkzAigr6gjnXRoWN1YV/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_062_GD_raw.txt,,google drive file deleted/unavailable/private
327,SPR_156_GD,Surprise,https://drive.google.com/file/d/1S72zxSaA4R1t3mwApeTHm4VJT-IDvjPL/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_156_GD_raw.txt,,google drive file deleted/unavailable/private
328,SPR_157_GD,Surprise,https://drive.google.com/file/d/1FNfsB23xtWAnxr0ffwz2LYZAVdQJiv5P/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_157_GD_raw.txt,,google drive file deleted/unavailable/private
329,PRD_057_GD,Proud,https://drive.google.com/file/d/1rEv2BCHM-w0kGESW7zArV0hwbxMeTzhR/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_057_GD_raw.txt,,google drive file deleted/unavailable/private
330,TRT_063_GD,Trust,https://drive.google.com/file/d/18LgEBVLPh6xc55CzQJLSWdVx9XYjYMY5/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_063_GD_raw.txt,,google drive file deleted/unavailable/private
331,TRT_064_GD,Trust,https://drive.google.com/file/d/1Z6HV13StqwXPvVsirZBEhTsACRuIXfvo/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_064_GD_raw.txt,,google drive file deleted/unavailable/private
332,PRD_058_GD,Proud,https://drive.google.com/file/d/1eu9PHjd3VO3fyp5776ZNBWTpYMaQRXBm/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_058_GD_raw.txt,,google drive file deleted/unavailable/private
333,PRD_059_GD,Proud,https://drive.google.com/file/d/18l6Q_OmL9Cs3NsmJKOQRpCCOVFsJVQ1H/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_059_GD_raw.txt,,google drive file deleted/unavailable/private
334,SPR_158_GD,Surprise,https://drive.google.com/file/d/176fAs32KUJyEuSHg0WcVSqKGzjvk7mAs/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_158_GD_raw.txt,,google drive file deleted/unavailable/private
335,PRD_060_GD,Proud,https://drive.google.com/file/d/1oe6YLqtXw2dBwxrmrRIuVXlyW9_C0kLE/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_060_GD_raw.txt,,google drive file deleted/unavailable/private
336,PRD_061_GD,Proud,https://drive.google.com/file/d/1zM_ds6y4N-22v49ZU2rB_Sv5vgsKOLt4/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_061_GD_raw.txt,,google drive file deleted/unavailable/private
337,SPR_159_GD,Surprise,https://drive.google.com/file/d/1SGmmz_hCldaOMxzhSpmiaqgCAXmk94cn/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_159_GD_raw.txt,,google drive file deleted/unavailable/private
338,PRD_062_GD,Proud,https://drive.google.com/file/d/1FR5Bt9aR3614Xql9xLkq1v97H2fHn7Zp/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_062_GD_raw.txt,,google drive file deleted/unavailable/private
339,PRD_063_GD,Proud,https://drive.google.com/file/d/12kwKqiLekHc7tvTQeSgDtzLSL0osZWo_/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_063_GD_raw.txt,,google drive file deleted/unavailable/private
340,SPR_160_GD,Surprise,https://drive.google.com/file/d/1hoQ3JriTraxmSlG6ePqy_hm0T4Q_uHyc/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_160_GD_raw.txt,,google drive file deleted/unavailable/private
341,PRD_064_GD,Proud,https://drive.google.com/file/d/1pd2OIfxF_zAGs7IG6Mh-PjTiE6uZk8aO/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_064_GD_raw.txt,,google drive file deleted/unavailable/private
342,PRD_065_GD,Proud,https://drive.google.com/file/d/1NXckEsK8mkUr4IlMs-Xz1G-fRG9y2OEd/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_065_GD_raw.txt,,google drive file deleted/unavailable/private
343,ANG_014_GD,Anger,https://drive.google.com/file/d/1au3KSMGEcUdinzTX1uG8T7o624m1Iv7J/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Anger\ANG_014_GD_raw.txt,,google drive file deleted/unavailable/private
344,PRD_066_GD,Proud,https://drive.google.com/file/d/1bMMUhXgigGbM5TCG8EYHarZfjcZVL3k7/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_066_GD_raw.txt,,google drive file deleted/unavailable/private
345,SPR_161_GD,Surprise,https://drive.google.com/file/d/1dyMYKBLHBfuAv4VbTF7iMaFPqfJ-du9x/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_161_GD_raw.txt,,google drive file deleted/unavailable/private
346,SPR_162_GD,Surprise,https://drive.google.com/file/d/1iyOhhmxVkfNfb8Ye7VzVe49OVf5ntCaJ/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_162_GD_raw.txt,,google drive file deleted/unavailable/private
347,PRD_067_GD,Proud,https://drive.google.com/file/d/1dQo2iCSbbGDpkuvaeevt-J0yWbc0Pbfr/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_067_GD_raw.txt,,google drive file deleted/unavailable/private
348,TRT_065_GD,Trust,https://drive.google.com/file/d/1nXZKur-B1aybi2jDr_QvKu4Rlf9ZGpUZ/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_065_GD_raw.txt,,google drive file deleted/unavailable/private
349,TRT_066_GD,Trust,https://drive.google.com/file/d/1_Wptog7sZ-Tf1GfIJ7tO5KSRv2d2QI1H/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_066_GD_raw.txt,,google drive file deleted/unavailable/private
350,SPR_163_GD,Surprise,https://drive.google.com/file/d/1gr6eVSYlzBHXVUpGY_mMJklm6MHdHxA_/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_163_GD_raw.txt,,google drive file deleted/unavailable/private
351,TRT_067_GD,Trust,https://drive.google.com/file/d/1uJrAub9Ht_4X_u2RXk6hkbxupGZCRqmU/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_067_GD_raw.txt,,google drive file deleted/unavailable/private
352,SPR_164_GD,Surprise,https://drive.google.com/file/d/18lAsOO3SaQt8eaMyr-jRKl6PjUu6ryRR/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_164_GD_raw.txt,,google drive file deleted/unavailable/private
353,SPR_165_GD,Surprise,https://drive.google.com/file/d/1nDnDot4fOkyAnh-KWtafzbxRtIhkwZXa/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_165_GD_raw.txt,,google drive file deleted/unavailable/private
354,SPR_166_GD,Surprise,https://drive.google.com/file/d/16qQnlpZqJECTwo155G3CILMUmo9T7Oh-/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_166_GD_raw.txt,,google drive file deleted/unavailable/private
355,SPR_167_GD,Surprise,https://drive.google.com/file/d/14euU6nfdqlu800-6Dewnz_dEM7m26acv/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_167_GD_raw.txt,,google drive file deleted/unavailable/private
356,TRT_068_GD,Trust,https://drive.google.com/file/d/1YbfJb9n-H24D0ud3jDZxtskL7sf-nVS5/view?usp=drive_link,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_068_GD_raw.txt,,google drive file deleted/unavailable/private
357,PRD_068_IG,Proud,https://www.instagram.com/reel/DMh5-IjhyIw/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Proud\PRD_068_IG_raw.txt,,
358,SPR_168_IG,Surprise,https://www.instagram.com/otomotif_tv/reel/DMbkMM7zuNt/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_168_IG_raw.txt,,
359,PRD_069_IG,Proud,https://www.instagram.com/otomotif_tv/reel/DL86TnGJCJ2/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Proud\PRD_069_IG_raw.txt,,
360,SPR_169_IG,Surprise,https://www.instagram.com/otomotif_tv/reel/DL39mEOR7ll/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_169_IG_raw.txt,,
361,SPR_170_IG,Surprise,https://www.instagram.com/otomotif_tv/reel/DKOd9H9hnLI/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_170_IG_raw.txt,,
362,SPR_171_IG,Surprise,https://www.instagram.com/otomotif_tv/reel/DHqYoypJhJm/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_171_IG_raw.txt,,
363,SPR_172_IG,Surprise,https://www.instagram.com/otomotif_tv/reel/DJLpZPuxSZY/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_172_IG_raw.txt,,
364,SPR_173_IG,Surprise,https://www.instagram.com/otomotif_tv/reel/DJK3Q_IzBmV/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_173_IG_raw.txt,,
365,PRD_070_IG,Proud,https://www.instagram.com/otomotif_tv/reel/DHanJvYJ5-D/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Proud\PRD_070_IG_raw.txt,,
366,SPR_174_IG,Surprise,https://www.instagram.com/otomotif_tv/reel/DGmwCehPHVX/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_174_IG_raw.txt,,
367,SPR_175_IG,Surprise,https://www.instagram.com/otomotif_tv/reel/DGQqs6uSQZ2/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_175_IG_raw.txt,,
368,SPR_176_IG,Surprise,https://www.instagram.com/otomotif_tv/reel/DGVdOe8zMbx/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_176_IG_raw.txt,,
369,JOY_027_IG,Joy,https://www.instagram.com/buburayamracer/reel/DMb2iVHTUma/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Joy\JOY_027_IG_raw.txt,,
370,SPR_177_IG,Surprise,https://www.instagram.com/buburayamracer/reel/DMP06ghP33R/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_177_IG_raw.txt,,
371,SPR_178_IG,Surprise,https://www.instagram.com/otomotifweekly/reel/DMPbuoeRItb/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_178_IG_raw.txt,,
372,TRT_069_IG,Trust,https://www.instagram.com/otomotifweekly/reel/DMG8GSMycm6/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Trust\TRT_069_IG_raw.txt,,
373,SPR_179_IG,Surprise,https://www.instagram.com/otomotifweekly/reel/DLlwAYFhEDG/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_179_IG_raw.txt,,
374,TRT_070_IG,Trust,https://www.instagram.com/autonetmagz/reel/DMjOYJrzCQp/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Trust\TRT_070_IG_raw.txt,,
375,SPR_180_IG,Surprise,https://www.instagram.com/autonetmagz/reel/DMDxiDsyM8k/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_180_IG_raw.txt,,
376,SPR_181_IG,Surprise,https://www.instagram.com/autonetmagz/reel/DLXVnweSFFf/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_181_IG_raw.txt,,
377,TRT_071_IG,Trust,https://www.instagram.com/jagat.review/reel/DM_-hwyRkLr/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Trust\TRT_071_IG_raw.txt,,
378,SPR_182_IG,Surprise,https://www.instagram.com/jagat.review/reel/DMfN-ehv59F/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_182_IG_raw.txt,,
379,LOY_001_IG,Loyalty,https://www.instagram.com/jagat.review/reel/DME6UG9R7pd/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Loyalty\LOY_001_IG_raw.txt,,
380,SPR_183_IG,Surprise,https://www.instagram.com/jagat.review/reel/DLRy8VqRyRC/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_183_IG_raw.txt,,
381,SPR_184_IG,Surprise,https://www.instagram.com/jagat.review/reel/DLJWgskSTkD/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_184_IG_raw.txt,,
382,TRT_072_IG,Trust,https://www.instagram.com/jagat.review/reel/DLG08iOSqJu/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Trust\TRT_072_IG_raw.txt,,
383,PRD_071_IG,Proud,https://www.instagram.com/jagat.review/reel/DK_GTyvSUiS/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Proud\PRD_071_IG_raw.txt,,
384,SPR_185_IG,Surprise,https://www.instagram.com/jagat.review/reel/DK9Qx0nRX1M/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_185_IG_raw.txt,,
385,SPR_186_IG,Surprise,https://www.instagram.com/jagat.review/reel/DK1hPESxtmt/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_186_IG_raw.txt,,
386,PRD_072_IG,Proud,https://www.instagram.com/jagat.review/reel/DKqiyEhyXzF/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Proud\PRD_072_IG_raw.txt,,
387,SPR_187_IG,Surprise,https://www.instagram.com/jagat.review/reel/DKD7zPWot9i/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_187_IG_raw.txt,,
388,SPR_188_IG,Surprise,https://www.instagram.com/jagat.review/reel/DJ1JEKvx6vX/,IG,transcribed,True,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_188_IG_raw.txt,,
389,SPR_189_GD,Surprise,https://drive.google.com/file/d/1-n-P6UQqIBYoTzxtEze3qKSj8A8hYlr7/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_189_GD_raw.txt,,google drive file deleted/unavailable/private
390,TRT_073_GD,Trust,https://drive.google.com/file/d/102kK5zq2dvrb81sAoK6tOcWExWj15pRX/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_073_GD_raw.txt,,google drive file deleted/unavailable/private
391,TRT_074_GD,Trust,https://drive.google.com/file/d/109Zhcay8nqy9EBWMevT6Efw7pBoAOinQ/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_074_GD_raw.txt,,google drive file deleted/unavailable/private
392,TRT_075_GD,Trust,https://drive.google.com/file/d/10oaPryWiAQJ1zhgvz9umlAsLGwVb7Qk0/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_075_GD_raw.txt,,google drive file deleted/unavailable/private
393,TRT_076_GD,Trust,https://drive.google.com/file/d/11m6BZ-FlGSep5Yk_OXG-l4vXVscj3XiV/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_076_GD_raw.txt,,google drive file deleted/unavailable/private
394,SPR_190_GD,Surprise,https://drive.google.com/file/d/16isnjbizI64UPWSWc29ADT-Da0iWuKtu/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_190_GD_raw.txt,,google drive file deleted/unavailable/private
395,SPR_191_GD,Surprise,https://drive.google.com/file/d/19ai_jDyg7RQ4a7v8qmkgF9GPuOAR1zvI/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_191_GD_raw.txt,,google drive file deleted/unavailable/private
396,PRD_073_GD,Proud,https://drive.google.com/file/d/1AKOpU-T717YOtLwbTSqV1ECf1SarMYzR/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_073_GD_raw.txt,,google drive file deleted/unavailable/private
397,PRD_074_GD,Proud,https://drive.google.com/file/d/1C_hIfvMOCncO8cucOt-XXwhob0EZ1F6p/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_074_GD_raw.txt,,google drive file deleted/unavailable/private
398,TRT_077_GD,Trust,https://drive.google.com/file/d/1GirafhnqZPpOpv2qn7G7Unp1yKeBRvSW/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_077_GD_raw.txt,,google drive file deleted/unavailable/private
399,TRT_078_GD,Trust,https://drive.google.com/file/d/1KAy5cgBU386KwCjEeaniP4P7FDkWu5cH/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_078_GD_raw.txt,,google drive file deleted/unavailable/private
400,TRT_079_GD,Trust,https://drive.google.com/file/d/1Oc5Q-niMiBiAH2QEv-RxW7jJX1ldfrfi/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_079_GD_raw.txt,,google drive file deleted/unavailable/private
401,PRD_075_GD,Proud,https://drive.google.com/file/d/1PO2U34pcKAcxAOJtwmSejmRgNB5koTEi/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_075_GD_raw.txt,,google drive file deleted/unavailable/private
402,PRD_076_GD,Proud,https://drive.google.com/file/d/1REqm_JWcaZA73Jy4XMtl-gd7CiExVizn/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_076_GD_raw.txt,,google drive file deleted/unavailable/private
403,PRD_077_GD,Proud,https://drive.google.com/file/d/1RuG8tAU9xSDT6oYf_gox_krLOGl5zZAT/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_077_GD_raw.txt,,google drive file deleted/unavailable/private
404,TRT_080_GD,Trust,https://drive.google.com/file/d/1SClBWIykBWYBR97lUcitK1nbexZJMpVn/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_080_GD_raw.txt,,google drive file deleted/unavailable/private
405,FEA_003_GD,Fear,https://drive.google.com/file/d/1SLzwB2vFY8ZxxWJQWagAlk_Q8qdKvQZu/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Fear\FEA_003_GD_raw.txt,,google drive file deleted/unavailable/private
406,SPR_192_GD,Surprise,https://drive.google.com/file/d/1TsssLBV9UK2CyCeHY-qWf-AN7xdqWVSL/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_192_GD_raw.txt,,google drive file deleted/unavailable/private
407,PRD_078_GD,Proud,https://drive.google.com/file/d/1Yl1ocOLrNkvokbxAJNGFJd6FC1eYzhm4/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_078_GD_raw.txt,,google drive file deleted/unavailable/private
408,PRD_079_GD,Proud,https://drive.google.com/file/d/1b7WCqKGBXJD4wZia0ke1CP9ZYituynGn/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_079_GD_raw.txt,,google drive file deleted/unavailable/private
409,SPR_193_GD,Surprise,https://drive.google.com/file/d/1bh-6oY-dAOw08yVXIc-416tDFEeisPFR/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_193_GD_raw.txt,,google drive file deleted/unavailable/private
410,SPR_194_GD,Surprise,https://drive.google.com/file/d/1clMd4lL0Odism-RJzRkkGlbpnsNxVnUt/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_194_GD_raw.txt,,google drive file deleted/unavailable/private
411,PRD_080_GD,Proud,https://drive.google.com/file/d/1g7Psf62v7dErnIBYEvpxtfc1djyMCS0l/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_080_GD_raw.txt,,google drive file deleted/unavailable/private
412,PRD_081_GD,Proud,https://drive.google.com/file/d/1fxLBDzhzEvq589e2pwRIgajrLKvTu2YD/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Proud\PRD_081_GD_raw.txt,,google drive file deleted/unavailable/private
413,TRT_081_GD,Trust,https://drive.google.com/file/d/1g2liHVQnD1CUknV6v8CMX2kdinFYaXIu/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_081_GD_raw.txt,,google drive file deleted/unavailable/private
414,TRT_082_GD,Trust,https://drive.google.com/file/d/1irj5JRI7t68x1Or_uWrbpv-9Xa7cGyWE/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_082_GD_raw.txt,,google drive file deleted/unavailable/private
415,TRT_083_GD,Trust,https://drive.google.com/file/d/1k7yqx0DAeO8yMyj5va5Oe8mgB0Jialu5/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_083_GD_raw.txt,,google drive file deleted/unavailable/private
416,SPR_195_GD,Surprise,https://drive.google.com/file/d/1kWnsda1Gnjv95ftXeZYL2A_N-sz1RJ2R/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Surprise\SPR_195_GD_raw.txt,,google drive file deleted/unavailable/private
417,TRT_084_GD,Trust,https://drive.google.com/file/d/1kj1MAL40UOCtOhBoBisMdVWELfzRgWZp/view?usp=sharing,GD,deleted_or_unavailable,False,False,whisper:small,data\1_raw\transcripts\Trust\TRT_084_GD_raw.txt,,google drive file deleted/unavailable/private
